# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_landing_gear_retracted_design_-600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
1.159;1.0700;0.044182;0.316471;24.218017;-6.000000;
1.269;1.0800;0.044958;0.314117;24.022652;-6.000000;
1.379;1.0900;0.045743;0.311762;23.828605;-6.000000;
1.489;1.1000;0.046539;0.309407;23.635937;-6.000000;
1.599;1.1100;0.047345;0.307052;23.444702;-6.000000;
1.709;1.1200;0.048162;0.304698;23.254951;-6.000000;
1.819;1.1300;0.048988;0.302343;23.066727;-6.000000;
1.930;1.1400;0.049825;0.299988;22.880070;-6.000000;
2.040;1.1500;0.050672;0.297633;22.695014;-6.000000;
2.150;1.1600;0.051529;0.295279;22.511591;-6.000000;
2.260;1.1700;0.052396;0.292924;22.329828;-6.000000;
2.370;1.1800;0.053274;0.290569;22.149747;-6.000000;
2.480;1.1900;0.054161;0.288215;21.971368;-6.000000;
2.590;1.2000;0.055059;0.285860;21.794709;-6.000000;
2.700;1.2100;0.055967;0.283505;21.619783;-6.000000;
2.810;1.2200;0.056885;0.281150;21.446600;-6.000000;
2.921;1.2300;0.057814;0.278796;21.275170;-6.000000;
3.031;1.2400;0.058752;0.276441;21.105498;-6.000000;
3.141;1.2500;0.059701;0.274086;20.937589;-6.000000;
3.251;1.2600;0.060660;0.271731;20.771444;-6.000000;
3.361;1.2700;0.061629;0.269377;20.607063;-6.000000;
3.471;1.2800;0.062609;0.267022;20.444445;-6.000000;
3.581;1.2900;0.063598;0.264667;20.283586;-6.000000;
3.691;1.3000;0.064598;0.262312;20.124482;-6.000000;
3.802;1.3100;0.065608;0.259958;19.967126;-6.000000;
3.912;1.3200;0.066628;0.257603;19.811511;-6.000000;
4.022;1.3300;0.067658;0.255248;19.657630;-6.000000;
4.132;1.3400;0.068699;0.252894;19.505471;-6.000000;
4.242;1.3500;0.069749;0.250539;19.355025;-6.000000;
4.352;1.3600;0.070810;0.248184;19.206281;-6.000000;
4.462;1.3700;0.071881;0.245829;19.059226;-6.000000;
4.572;1.3800;0.072962;0.243475;18.913848;-6.000000;
4.682;1.3900;0.074054;0.241120;18.770133;-6.000000;
4.793;1.4000;0.075155;0.238765;18.628067;-6.000000;
4.903;1.4100;0.076267;0.236410;18.487635;-6.000000;
5.013;1.4200;0.077389;0.234056;18.348824;-6.000000;
5.123;1.4300;0.078521;0.231701;18.211616;-6.000000;
5.233;1.4400;0.079664;0.229346;18.075997;-6.000000;
5.343;1.4500;0.080816;0.226991;17.941950;-6.000000;
5.453;1.4600;0.081979;0.224637;17.809460;-6.000000;
5.563;1.4700;0.083152;0.222282;17.678509;-6.000000;
5.673;1.4800;0.084335;0.219927;17.549080;-6.000000;
5.784;1.4900;0.085528;0.217572;17.421158;-6.000000;
5.894;1.5000;0.086732;0.215218;17.294724;-6.000000;
6.004;1.5100;0.087945;0.212863;17.169761;-6.000000;
6.114;1.5200;0.089169;0.210508;17.046253;-6.000000;
6.224;1.5300;0.090403;0.208154;16.924182;-6.000000;
6.334;1.5400;0.091647;0.205799;16.803530;-6.000000;
6.444;1.5500;0.092902;0.203444;16.684281;-6.000000;
6.554;1.5600;0.094166;0.201089;16.566417;-6.000000;
6.664;1.5700;0.095441;0.198735;16.449920;-6.000000;
6.775;1.5800;0.096726;0.196380;16.334774;-6.000000;
6.885;1.5900;0.098021;0.194025;16.220960;-6.000000;
6.995;1.6000;0.099327;0.191670;16.108463;-6.000000;
7.105;1.6100;0.100642;0.189316;15.997265;-6.000000;
7.215;1.6200;0.101968;0.186961;15.887349;-6.000000;
7.325;1.6300;0.103304;0.184606;15.778698;-6.000000;
7.435;1.6400;0.104650;0.182251;15.671296;-6.000000;
7.545;1.6500;0.106006;0.179897;15.565125;-6.000000;
7.655;1.6600;0.107373;0.177542;15.460170;-6.000000;
7.766;1.6700;0.108749;0.175187;15.356414;-6.000000;
7.876;1.6800;0.110136;0.172832;15.253841;-6.000000;
7.986;1.6900;0.111533;0.170478;15.152435;-6.000000;
8.096;1.7000;0.112940;0.168123;15.052180;-6.000000;
8.206;1.7100;0.114358;0.165768;14.953060;-6.000000;
8.316;1.7200;0.115785;0.163414;14.855060;-6.000000;
8.426;1.7300;0.117223;0.161059;14.758164;-6.000000;
8.536;1.7400;0.118671;0.158704;14.662358;-6.000000;
8.646;1.7500;0.120129;0.156349;14.567626;-6.000000;
