# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/mission_analysis_design_mission_SAR.csv
# Diagram about specific air range
# Ma-Number [-]; Altitude [FL]; AC mass [kg]; SAR [m/kg];
0.78; 360; 44.701; 595.402; 
0.78; 365; 44.701; 603.077; 
0.78; 370; 44.701; 610.469; 
0.78; 375; 44.701; 617.655; 
0.78; 380; 44.701; 624.503; 
0.78; 385; 44.701; 630.939; 
0.78; 390; 44.701; 636.649; 
0.78; 395; 44.701; 640.728; 
0.78; 400; 44.701; 644.215; 
0.78; 405; 44.701; 647.113; 
0.78; 260; 45.9782; 424.98; 
0.78; 265; 45.9782; 432.71; 
0.78; 270; 45.9782; 440.528; 
0.78; 275; 45.9782; 448.447; 
0.78; 280; 45.9782; 456.488; 
0.78; 285; 45.9782; 464.517; 
0.78; 290; 45.9782; 472.663; 
0.78; 295; 45.9782; 480.947; 
0.78; 300; 45.9782; 489.149; 
0.78; 305; 45.9782; 497.449; 
0.78; 310; 45.9782; 505.861; 
0.78; 315; 45.9782; 514.215; 
0.78; 320; 45.9782; 522.567; 
0.78; 325; 45.9782; 530.996; 
0.78; 330; 45.9782; 539.413; 
0.78; 335; 45.9782; 547.742; 
0.78; 340; 45.9782; 556.081; 
0.78; 345; 45.9782; 564.422; 
0.78; 350; 45.9782; 572.466; 
0.78; 355; 45.9782; 580.385; 
0.78; 360; 45.9782; 588.215; 
0.78; 365; 45.9782; 595.453; 
0.78; 370; 45.9782; 602.383; 
0.78; 375; 45.9782; 609.087; 
0.78; 380; 45.9782; 615.328; 
0.78; 385; 45.9782; 620.582; 
0.78; 390; 45.9782; 624.489; 
0.78; 395; 45.9782; 627.847; 
0.78; 400; 45.9782; 630.575; 
0.78; 405; 45.9782; 632.677; 
0.78; 260; 47.2553; 422.835; 
0.78; 265; 47.2553; 430.451; 
0.78; 270; 47.2553; 438.104; 
0.78; 275; 47.2553; 445.889; 
0.78; 280; 47.2553; 453.773; 
0.78; 285; 47.2553; 461.624; 
0.78; 290; 47.2553; 469.603; 
0.78; 295; 47.2553; 477.686; 
0.78; 300; 47.2553; 485.688; 
0.78; 305; 47.2553; 493.785; 
0.78; 310; 47.2553; 501.977; 
0.78; 315; 47.2553; 510.08; 
0.78; 320; 47.2553; 518.185; 
0.78; 325; 47.2553; 526.352; 
0.78; 330; 47.2553; 534.491; 
0.78; 335; 47.2553; 542.516; 
0.78; 340; 47.2553; 550.546; 
0.78; 345; 47.2553; 558.437; 
0.78; 350; 47.2553; 566.02; 
0.78; 355; 47.2553; 573.517; 
0.78; 360; 47.2553; 580.922; 
0.78; 365; 47.2553; 587.719; 
0.78; 370; 47.2553; 594.19; 
0.78; 375; 47.2553; 600.274; 
0.78; 380; 47.2553; 605.21; 
0.78; 385; 47.2553; 608.951; 
0.78; 390; 47.2553; 612.168; 
0.78; 395; 47.2553; 614.801; 
0.78; 400; 47.2553; 616.759; 
0.78; 405; 47.2553; 617.961; 
0.78; 260; 48.5325; 420.659; 
0.78; 265; 48.5325; 428.13; 
0.78; 270; 48.5325; 435.642; 
0.78; 275; 48.5325; 443.291; 
0.78; 280; 48.5325; 450.989; 
0.78; 285; 48.5325; 458.683; 
0.78; 290; 48.5325; 466.49; 
0.78; 295; 48.5325; 474.361; 
0.78; 300; 48.5325; 482.172; 
0.78; 305; 48.5325; 490.062; 
0.78; 310; 48.5325; 498.009; 
0.78; 315; 48.5325; 505.878; 
0.78; 320; 48.5325; 513.736; 
0.78; 325; 48.5325; 521.639; 
0.78; 330; 48.5325; 529.496; 
0.78; 335; 48.5325; 537.219; 
0.78; 340; 48.5325; 544.798; 
0.78; 345; 48.5325; 552.267; 
0.78; 350; 48.5325; 559.456; 
0.78; 355; 48.5325; 566.55; 
0.78; 360; 48.5325; 573.528; 
0.78; 365; 48.5325; 579.884; 
0.78; 370; 48.5325; 585.73; 
0.78; 375; 48.5325; 590.435; 
0.78; 380; 48.5325; 594.084; 
0.78; 385; 48.5325; 597.167; 
0.78; 390; 48.5325; 599.69; 
0.78; 395; 48.5325; 601.523; 
0.78; 400; 48.5325; 602.625; 
0.78; 405; 48.5325; 603.002; 
0.78; 260; 49.8097; 418.441; 
0.78; 265; 49.8097; 425.761; 
0.78; 270; 49.8097; 433.143; 
0.78; 275; 49.8097; 440.62; 
0.78; 280; 49.8097; 448.163; 
0.78; 285; 49.8097; 455.696; 
0.78; 290; 49.8097; 463.297; 
0.78; 295; 49.8097; 470.986; 
0.78; 300; 49.8097; 478.601; 
0.78; 305; 49.8097; 486.273; 
0.78; 310; 49.8097; 493.98; 
0.78; 315; 49.8097; 501.615; 
0.78; 320; 49.8097; 509.223; 
0.78; 325; 49.8097; 516.859; 
0.78; 330; 49.8097; 524.432; 
0.78; 335; 49.8097; 531.702; 
0.78; 340; 49.8097; 538.893; 
0.78; 345; 49.8097; 545.992; 
0.78; 350; 49.8097; 552.8; 
0.78; 355; 49.8097; 559.49; 
0.78; 360; 49.8097; 566.038; 
0.78; 365; 49.8097; 571.769; 
0.78; 370; 49.8097; 576.217; 
0.78; 375; 49.8097; 579.802; 
0.78; 380; 49.8097; 582.814; 
0.78; 385; 49.8097; 585.198; 
0.78; 390; 49.8097; 586.945; 
0.78; 395; 49.8097; 588.014; 
0.78; 400; 49.8097; 588.326; 
0.78; 405; 49.8097; 587.873; 
0.78; 260; 51.0868; 416.169; 
0.78; 265; 51.0868; 423.36; 
0.78; 270; 51.0868; 430.59; 
0.78; 275; 51.0868; 437.904; 
0.78; 280; 51.0868; 445.295; 
0.78; 285; 51.0868; 452.644; 
0.78; 290; 51.0868; 460.059; 
0.78; 295; 51.0868; 467.561; 
0.78; 300; 51.0868; 474.978; 
0.78; 305; 51.0868; 482.412; 
0.78; 310; 51.0868; 489.896; 
0.78; 315; 51.0868; 497.294; 
0.78; 320; 51.0868; 504.649; 
0.78; 325; 51.0868; 512.008; 
0.78; 330; 51.0868; 519.138; 
0.78; 335; 51.0868; 526.05; 
0.78; 340; 51.0868; 532.895; 
0.78; 345; 51.0868; 539.63; 
0.78; 350; 51.0868; 546.056; 
0.78; 355; 51.0868; 552.339; 
0.78; 360; 51.0868; 558.264; 
0.78; 365; 51.0868; 562.581; 
0.78; 370; 51.0868; 566.063; 
0.78; 375; 51.0868; 569.03; 
0.78; 380; 51.0868; 571.339; 
0.78; 385; 51.0868; 573.01; 
0.78; 390; 51.0868; 574.033; 
0.78; 395; 51.0868; 574.345; 
0.78; 400; 51.0868; 573.862; 
0.78; 405; 51.0868; 572.42; 
0.78; 260; 52.364; 413.879; 
0.78; 265; 52.364; 420.929; 
0.78; 270; 52.364; 427.985; 
0.78; 275; 52.364; 435.152; 
0.78; 280; 52.364; 442.378; 
0.78; 285; 52.364; 449.537; 
0.78; 290; 52.364; 456.777; 
0.78; 295; 52.364; 464.09; 
0.78; 300; 52.364; 471.282; 
0.78; 305; 52.364; 478.5; 
0.78; 310; 52.364; 485.759; 
0.78; 315; 52.364; 492.917; 
0.78; 320; 52.364; 500.001; 
0.78; 325; 52.364; 506.952; 
0.78; 330; 52.364; 513.729; 
0.78; 335; 52.364; 520.316; 
0.78; 340; 52.364; 526.816; 
0.78; 345; 52.364; 533.187; 
0.78; 350; 52.364; 539.141; 
0.78; 355; 52.364; 544.641; 
0.78; 360; 52.364; 549.353; 
0.78; 365; 52.364; 552.885; 
0.78; 370; 52.364; 555.766; 
0.78; 375; 52.364; 558.049; 
0.78; 380; 52.364; 559.692; 
0.78; 385; 52.364; 560.67; 
0.78; 390; 52.364; 560.966; 
0.78; 395; 52.364; 560.499; 
0.78; 400; 52.364; 559.061; 
0.78; 405; 52.364; 556.762; 
0.78; 260; 53.6412; 411.561; 
0.78; 265; 53.6412; 418.437; 
0.78; 270; 53.6412; 425.35; 
0.78; 275; 53.6412; 432.362; 
0.78; 280; 53.6412; 439.39; 
0.78; 285; 53.6412; 446.382; 
0.78; 290; 53.6412; 453.445; 
0.78; 295; 53.6412; 460.555; 
0.78; 300; 53.6412; 467.535; 
0.78; 305; 53.6412; 474.54; 
0.78; 310; 53.6412; 481.571; 
0.78; 315; 53.6412; 488.465; 
0.78; 320; 53.6412; 495.17; 
0.78; 325; 53.6412; 501.759; 
0.78; 330; 53.6412; 508.184; 
0.78; 335; 53.6412; 514.379; 
0.78; 340; 53.6412; 520.437; 
0.78; 345; 53.6412; 526.308; 
0.78; 350; 53.6412; 531.584; 
0.78; 355; 53.6412; 536.096; 
0.78; 360; 53.6412; 540.107; 
0.78; 365; 53.6412; 543.053; 
0.78; 370; 53.6412; 545.288; 
0.78; 375; 53.6412; 546.928; 
0.78; 380; 53.6412; 547.9; 
0.78; 385; 53.6412; 548.181; 
0.78; 390; 53.6412; 547.728; 
0.78; 395; 53.6412; 546.356; 
0.78; 400; 53.6412; 544.098; 
0.78; 405; 53.6412; 539.32; 
0.78; 260; 54.9184; 409.175; 
0.78; 265; 54.9184; 415.917; 
0.78; 270; 54.9184; 422.685; 
0.78; 275; 54.9184; 429.502; 
0.78; 280; 54.9184; 436.363; 
0.78; 285; 54.9184; 443.174; 
0.78; 290; 54.9184; 450.032; 
0.78; 295; 54.9184; 456.914; 
0.78; 300; 54.9184; 463.68; 
0.78; 305; 54.9184; 470.456; 
0.78; 310; 54.9184; 477.212; 
0.78; 315; 54.9184; 483.719; 
0.78; 320; 54.9184; 490.054; 
0.78; 325; 54.9184; 496.305; 
0.78; 330; 54.9184; 502.382; 
0.78; 335; 54.9184; 508.21; 
0.78; 340; 54.9184; 513.875; 
0.78; 345; 54.9184; 519.129; 
0.78; 350; 54.9184; 523.471; 
0.78; 355; 54.9184; 527.324; 
0.78; 360; 54.9184; 530.739; 
0.78; 365; 54.9184; 533.059; 
0.78; 370; 54.9184; 534.679; 
0.78; 375; 54.9184; 535.667; 
0.78; 380; 54.9184; 535.964; 
0.78; 385; 54.9184; 535.54; 
0.78; 390; 54.9184; 534.217; 
0.78; 395; 54.9184; 532.056; 
0.78; 400; 54.9184; 527.406; 
0.78; 405; 54.9184; 521.19; 
0.78; 260; 56.1955; 406.764; 
0.78; 265; 56.1955; 413.37; 
0.78; 270; 56.1955; 419.955; 
0.78; 275; 56.1955; 426.611; 
0.78; 280; 56.1955; 433.301; 
0.78; 285; 56.1955; 439.921; 
0.78; 290; 56.1955; 446.559; 
0.78; 295; 56.1955; 453.234; 
0.78; 300; 56.1955; 459.777; 
0.78; 305; 56.1955; 466.289; 
0.78; 310; 56.1955; 472.678; 
0.78; 315; 56.1955; 478.845; 
0.78; 320; 56.1955; 484.867; 
0.78; 325; 56.1955; 490.79; 
0.78; 330; 56.1955; 496.518; 
0.78; 335; 56.1955; 501.977; 
0.78; 340; 56.1955; 507.062; 
0.78; 345; 56.1955; 511.43; 
0.78; 350; 56.1955; 515.144; 
0.78; 355; 56.1955; 518.438; 
0.78; 360; 56.1955; 521.219; 
0.78; 365; 56.1955; 522.94; 
0.78; 370; 56.1955; 523.937; 
0.78; 375; 56.1955; 524.27; 
0.78; 380; 56.1955; 523.886; 
0.78; 385; 56.1955; 522.635; 
0.78; 390; 56.1955; 520.554; 
0.78; 395; 56.1955; 516.09; 
0.78; 400; 56.1955; 510.1; 
0.78; 405; 56.1955; 503.046; 
0.78; 260; 57.4727; 404.33; 
0.78; 265; 57.4727; 410.765; 
0.78; 270; 57.4727; 417.194; 
0.78; 275; 57.4727; 423.689; 
0.78; 280; 57.4727; 430.2; 
0.78; 285; 57.4727; 436.609; 
0.78; 290; 57.4727; 443.051; 
0.78; 295; 57.4727; 449.516; 
0.78; 300; 57.4727; 455.812; 
0.78; 305; 57.4727; 461.977; 
0.78; 310; 57.4727; 468.039; 
0.78; 315; 57.4727; 473.91; 
0.78; 320; 57.4727; 479.623; 
0.78; 325; 57.4727; 485.217; 
0.78; 330; 57.4727; 490.595; 
0.78; 335; 57.4727; 495.512; 
0.78; 340; 57.4727; 499.768; 
0.78; 345; 57.4727; 503.523; 
0.78; 350; 57.4727; 506.71; 
0.78; 355; 57.4727; 509.43; 
0.78; 360; 57.4727; 511.581; 
0.78; 365; 57.4727; 512.694; 
0.78; 370; 57.4727; 513.063; 
0.78; 375; 57.4727; 512.736; 
0.78; 380; 57.4727; 511.588; 
0.78; 385; 57.4727; 509.583; 
0.78; 390; 57.4727; 505.387; 
0.78; 395; 57.4727; 499.595; 
0.78; 400; 57.4727; 492.75; 
0.78; 405; 57.4727; 484.856; 
0.78; 260; 58.7499; 401.842; 
0.78; 265; 58.7499; 408.127; 
0.78; 270; 58.7499; 414.406; 
0.78; 275; 58.7499; 420.73; 
0.78; 280; 58.7499; 427.04; 
0.78; 285; 58.7499; 433.265; 
0.78; 290; 58.7499; 439.51; 
0.78; 295; 58.7499; 445.744; 
0.78; 300; 58.7499; 451.707; 
0.78; 305; 58.7499; 457.558; 
0.78; 310; 58.7499; 463.344; 
0.78; 315; 58.7499; 468.923; 
0.78; 320; 58.7499; 474.326; 
0.78; 325; 58.7499; 479.588; 
0.78; 330; 58.7499; 484.464; 
0.78; 335; 58.7499; 488.61; 
0.78; 340; 58.7499; 492.264; 
0.78; 345; 58.7499; 495.516; 
0.78; 350; 58.7499; 498.169; 
0.78; 355; 58.7499; 500.294; 
0.78; 360; 58.7499; 501.823; 
0.78; 365; 58.7499; 502.323; 
0.78; 370; 58.7499; 502.058; 
0.78; 375; 58.7499; 501.045; 
0.78; 380; 58.7499; 499.123; 
0.78; 385; 58.7499; 495.217; 
0.78; 390; 58.7499; 489.694; 
0.78; 395; 58.7499; 483.006; 
0.78; 400; 58.7499; 475.397; 
0.78; 405; 58.7499; 466.473; 
0.78; 260; 60.027; 399.323; 
0.78; 265; 60.027; 405.467; 
0.78; 270; 60.027; 411.581; 
0.78; 275; 60.027; 417.716; 
0.78; 280; 60.027; 423.852; 
0.78; 285; 60.027; 429.892; 
0.78; 290; 60.027; 435.924; 
0.78; 295; 60.027; 441.83; 
0.78; 300; 60.027; 447.498; 
0.78; 305; 60.027; 453.092; 
0.78; 310; 60.027; 458.6; 
0.78; 315; 60.027; 463.886; 
0.78; 320; 60.027; 468.978; 
0.78; 325; 60.027; 473.779; 
0.78; 330; 60.027; 477.938; 
0.78; 335; 60.027; 481.485; 
0.78; 340; 60.027; 484.664; 
0.78; 345; 60.027; 487.407; 
0.78; 350; 60.027; 489.524; 
0.78; 355; 60.027; 491.044; 
0.78; 360; 60.027; 491.946; 
0.78; 365; 60.027; 491.828; 
0.78; 370; 60.027; 490.925; 
0.78; 375; 60.027; 489.151; 
0.78; 380; 60.027; 485.527; 
0.78; 385; 60.027; 480.273; 
0.78; 390; 60.027; 473.841; 
0.78; 395; 60.027; 466.403; 
0.78; 400; 60.027; 457.853; 
0.78; 405; 60.027; 444.654; 
0.78; 260; 61.3042; 396.785; 
0.78; 265; 61.3042; 402.768; 
0.78; 270; 61.3042; 408.706; 
0.78; 275; 61.3042; 414.677; 
0.78; 280; 61.3042; 420.638; 
0.78; 285; 61.3042; 426.485; 
0.78; 290; 61.3042; 432.19; 
0.78; 295; 61.3042; 437.824; 
0.78; 300; 61.3042; 443.248; 
0.78; 305; 61.3042; 448.581; 
0.78; 310; 61.3042; 453.812; 
0.78; 315; 61.3042; 458.803; 
0.78; 320; 61.3042; 463.477; 
0.78; 325; 61.3042; 467.618; 
0.78; 330; 61.3042; 471.173; 
0.78; 335; 61.3042; 474.272; 
0.78; 340; 61.3042; 476.97; 
0.78; 345; 61.3042; 479.2; 
0.78; 350; 61.3042; 480.762; 
0.78; 355; 61.3042; 481.681; 
0.78; 360; 61.3042; 481.95; 
0.78; 365; 61.3042; 481.208; 
0.78; 370; 61.3042; 479.634; 
0.78; 375; 61.3042; 476.35; 
0.78; 380; 61.3042; 471.249; 
0.78; 385; 61.3042; 465.171; 
0.78; 390; 61.3042; 457.964; 
0.78; 395; 61.3042; 449.741; 
0.78; 400; 61.3042; 437.48; 
0.78; 405; 61.3042; 422.09; 
0.78; 260; 62.5814; 394.204; 
0.78; 265; 62.5814; 400.025; 
0.78; 270; 62.5814; 405.809; 
0.78; 275; 62.5814; 411.615; 
0.78; 280; 62.5814; 417.395; 
0.78; 285; 62.5814; 422.92; 
0.78; 290; 62.5814; 428.38; 
0.78; 295; 62.5814; 433.78; 
0.78; 300; 62.5814; 438.958; 
0.78; 305; 62.5814; 444.029; 
0.78; 310; 62.5814; 448.98; 
0.78; 315; 62.5814; 453.598; 
0.78; 320; 62.5814; 457.671; 
0.78; 325; 62.5814; 461.197; 
0.78; 330; 62.5814; 464.326; 
0.78; 335; 62.5814; 466.971; 
0.78; 340; 62.5814; 469.182; 
0.78; 345; 62.5814; 470.891; 
0.78; 350; 62.5814; 471.885; 
0.78; 355; 62.5814; 472.204; 
0.78; 360; 62.5814; 471.835; 
0.78; 365; 62.5814; 470.465; 
0.78; 370; 62.5814; 467.659; 
0.78; 375; 62.5814; 462.71; 
0.78; 380; 62.5814; 456.924; 
0.78; 385; 62.5814; 449.995; 
0.78; 390; 62.5814; 442.08; 
0.78; 395; 62.5814; 430.789; 
0.78; 400; 62.5814; 415.944; 
0.78; 405; 62.5814; 399.922; 
0.78; 260; 63.8586; 391.588; 
0.78; 265; 63.8586; 397.264; 
0.78; 270; 63.8586; 402.892; 
0.78; 275; 63.8586; 408.516; 
0.78; 280; 63.8586; 413.997; 
0.78; 285; 63.8586; 419.295; 
0.78; 290; 63.8586; 424.532; 
0.78; 295; 63.8586; 429.7; 
0.78; 300; 63.8586; 434.631; 
0.78; 305; 63.8586; 439.438; 
0.78; 310; 63.8586; 444.059; 
0.78; 315; 63.8586; 448.133; 
0.78; 320; 63.8586; 451.577; 
0.78; 325; 63.8586; 454.7; 
0.78; 330; 63.8586; 457.397; 
0.78; 335; 63.8586; 459.581; 
0.78; 340; 63.8586; 461.299; 
0.78; 345; 63.8586; 462.481; 
0.78; 350; 63.8586; 462.901; 
0.78; 355; 63.8586; 462.614; 
0.78; 360; 63.8586; 461.602; 
0.78; 365; 63.8586; 459.349; 
0.78; 370; 63.8586; 454.632; 
0.78; 375; 63.8586; 449.018; 
0.78; 380; 63.8586; 442.445; 
0.78; 385; 63.8586; 434.801; 
0.78; 390; 63.8586; 424.781; 
0.78; 395; 63.8586; 410.105; 
0.78; 400; 63.8586; 394.716; 
0.78; 405; 63.8586; -nan(ind); 
0.78; 260; 65.1357; 388.956; 
0.78; 265; 65.1357; 394.484; 
0.78; 270; 65.1357; 399.929; 
0.78; 275; 65.1357; 405.289; 
0.78; 280; 65.1357; 410.55; 
0.78; 285; 65.1357; 415.634; 
0.78; 290; 65.1357; 420.652; 
0.78; 295; 65.1357; 425.585; 
0.78; 300; 65.1357; 430.268; 
0.78; 305; 65.1357; 434.791; 
0.78; 310; 65.1357; 438.926; 
0.78; 315; 65.1357; 442.35; 
0.78; 320; 65.1357; 445.413; 
0.78; 325; 65.1357; 448.127; 
0.78; 330; 65.1357; 450.386; 
0.78; 335; 65.1357; 452.103; 
0.78; 340; 65.1357; 453.321; 
0.78; 345; 65.1357; 453.97; 
0.78; 350; 65.1357; 453.809; 
0.78; 355; 65.1357; 452.911; 
0.78; 360; 65.1357; 451.173; 
0.78; 365; 65.1357; 446.923; 
0.78; 370; 65.1357; 441.551; 
0.78; 375; 65.1357; 435.286; 
0.78; 380; 65.1357; 427.919; 
0.78; 385; 65.1357; 419.144; 
0.78; 390; 65.1357; 404.899; 
0.78; 395; 65.1357; 389.916; 
0.78; 400; 65.1357; -nan(ind); 
0.78; 405; 65.1357; -nan(ind); 
0.78; 260; 66.4129; 386.296; 
0.78; 265; 66.4129; 391.649; 
0.78; 270; 66.4129; 396.867; 
0.78; 275; 66.4129; 402.012; 
0.78; 280; 66.4129; 407.067; 
0.78; 285; 66.4129; 411.945; 
0.78; 290; 66.4129; 416.742; 
0.78; 295; 66.4129; 421.435; 
0.78; 300; 66.4129; 425.859; 
0.78; 305; 66.4129; 429.935; 
0.78; 310; 66.4129; 433.424; 
0.78; 315; 66.4129; 436.502; 
0.78; 320; 66.4129; 439.18; 
0.78; 325; 66.4129; 441.478; 
0.78; 330; 66.4129; 443.293; 
0.78; 335; 66.4129; 444.536; 
0.78; 340; 66.4129; 445.248; 
0.78; 345; 66.4129; 445.358; 
0.78; 350; 66.4129; 444.609; 
0.78; 355; 66.4129; 442.909; 
0.78; 360; 66.4129; 439.385; 
0.78; 365; 66.4129; 434.434; 
0.78; 370; 66.4129; 428.425; 
0.78; 375; 66.4129; 421.46; 
0.78; 380; 66.4129; 413.383; 
0.78; 385; 66.4129; 400.157; 
0.78; 390; 66.4129; 385.466; 
0.78; 395; 66.4129; 369.508; 
0.78; 400; 66.4129; -nan(ind); 
0.78; 405; 66.4129; -nan(ind); 
0.78; 260; 67.6901; 383.595; 
0.78; 265; 67.6901; 388.747; 
0.78; 270; 67.6901; 393.753; 
0.78; 275; 67.6901; 398.7; 
0.78; 280; 67.6901; 403.557; 
0.78; 285; 67.6901; 408.21; 
0.78; 290; 67.6901; 412.772; 
0.78; 295; 67.6901; 417.222; 
0.78; 300; 67.6901; 421.238; 
0.78; 305; 67.6901; 424.715; 
0.78; 310; 67.6901; 427.842; 
0.78; 315; 67.6901; 430.557; 
0.78; 320; 67.6901; 432.869; 
0.78; 325; 67.6901; 434.754; 
0.78; 330; 67.6901; 436.117; 
0.78; 335; 67.6901; 436.881; 
0.78; 340; 67.6901; 437.08; 
0.78; 345; 67.6901; 436.645; 
0.78; 350; 67.6901; 435.026; 
0.78; 355; 67.6901; 431.746; 
0.78; 360; 67.6901; 427.542; 
0.78; 365; 67.6901; 421.897; 
0.78; 370; 67.6901; 415.263; 
0.78; 375; 67.6901; 407.559; 
0.78; 380; 67.6901; 395.588; 
0.78; 385; 67.6901; 381.453; 
0.78; 390; 67.6901; 366.5; 
0.78; 395; 67.6901; -nan(ind); 
0.78; 400; 67.6901; -nan(ind); 
0.78; 405; 67.6901; -nan(ind); 
0.78; 260; 68.9672; 380.845; 
0.78; 265; 68.9672; 385.788; 
0.78; 270; 68.9672; 390.598; 
0.78; 275; 68.9672; 395.34; 
0.78; 280; 68.9672; 399.984; 
0.78; 285; 68.9672; 404.429; 
0.78; 290; 68.9672; 408.767; 
0.78; 295; 68.9672; 412.86; 
0.78; 300; 68.9672; 416.341; 
0.78; 305; 68.9672; 419.415; 
0.78; 310; 68.9672; 422.199; 
0.78; 315; 68.9672; 424.547; 
0.78; 320; 68.9672; 426.466; 
0.78; 325; 68.9672; 427.953; 
0.78; 330; 68.9672; 428.859; 
0.78; 335; 68.9672; 429.136; 
0.78; 340; 68.9672; 428.816; 
0.78; 345; 68.9672; 427.476; 
0.78; 350; 68.9672; 424.459; 
0.78; 355; 68.9672; 420.526; 
0.78; 360; 68.9672; 415.632; 
0.78; 365; 68.9672; 409.321; 
0.78; 370; 68.9672; 402.077; 
0.78; 375; 68.9672; 391.394; 
0.78; 380; 68.9672; 377.783; 
0.78; 385; 68.9672; 363.171; 
0.78; 390; 68.9672; -nan(ind); 
0.78; 395; 68.9672; -nan(ind); 
0.78; 400; 68.9672; -nan(ind); 
0.78; 405; 68.9672; -nan(ind); 
0.78; 260; 70.2444; 378.03; 
0.78; 265; 70.2444; 382.765; 
0.78; 270; 70.2444; 387.385; 
0.78; 275; 70.2444; 391.941; 
0.78; 280; 70.2444; 396.387; 
0.78; 285; 70.2444; 400.622; 
0.78; 290; 70.2444; 404.656; 
0.78; 295; 70.2444; 408.275; 
0.78; 300; 70.2444; 411.312; 
0.78; 305; 70.2444; 414.062; 
0.78; 310; 70.2444; 416.496; 
0.78; 315; 70.2444; 418.472; 
0.78; 320; 70.2444; 419.992; 
0.78; 325; 70.2444; 421.061; 
0.78; 330; 70.2444; 421.519; 
0.78; 335; 70.2444; 421.301; 
0.78; 340; 70.2444; 420.034; 
0.78; 345; 70.2444; 417.485; 
0.78; 350; 70.2444; 413.832; 
0.78; 355; 70.2444; 409.253; 
0.78; 360; 70.2444; 403.642; 
0.78; 365; 70.2444; 396.714; 
0.78; 370; 70.2444; 387.669; 
0.78; 375; 70.2444; 374.253; 
0.78; 380; 70.2444; 360.184; 
0.78; 385; 70.2444; -nan(ind); 
0.78; 390; 70.2444; -nan(ind); 
0.78; 395; 70.2444; -nan(ind); 
0.78; 400; 70.2444; -nan(ind); 
0.78; 405; 70.2444; -nan(ind); 
0.78; 260; 71.5216; 375.137; 
0.78; 265; 71.5216; 379.708; 
0.78; 270; 71.5216; 384.153; 
0.78; 275; 71.5216; 388.523; 
0.78; 280; 71.5216; 392.77; 
0.78; 285; 71.5216; 396.752; 
0.78; 290; 71.5216; 400.373; 
0.78; 295; 71.5216; 403.504; 
0.78; 300; 71.5216; 406.235; 
0.78; 305; 71.5216; 408.655; 
0.78; 310; 71.5216; 410.735; 
0.78; 315; 71.5216; 412.332; 
0.78; 320; 71.5216; 413.446; 
0.78; 325; 71.5216; 414.082; 
0.78; 330; 71.5216; 414.095; 
0.78; 335; 71.5216; 412.897; 
0.78; 340; 71.5216; 410.57; 
0.78; 345; 71.5216; 407.434; 
0.78; 350; 71.5216; 403.15; 
0.78; 355; 71.5216; 397.933; 
0.78; 360; 71.5216; 391.616; 
0.78; 365; 71.5216; 383.991; 
0.78; 370; 71.5216; 371.169; 
0.78; 375; 71.5216; 357.452; 
0.78; 380; 71.5216; 342.145; 
0.78; 385; 71.5216; -nan(ind); 
0.78; 390; 71.5216; -nan(ind); 
0.78; 395; 71.5216; -nan(ind); 
0.78; 400; 71.5216; -nan(ind); 
0.78; 405; 71.5216; -nan(ind); 
0.78; 260; 72.7988; 372.23; 
0.78; 265; 72.7988; 376.636; 
0.78; 270; 72.7988; 380.905; 
0.78; 275; 72.7988; 385.087; 
0.78; 280; 72.7988; 389.132; 
0.78; 285; 72.7988; 392.751; 
0.78; 290; 72.7988; 395.846; 
0.78; 295; 72.7988; 398.691; 
0.78; 300; 72.7988; 401.111; 
0.78; 305; 72.7988; 403.196; 
0.78; 310; 72.7988; 404.916; 
0.78; 315; 72.7988; 406.127; 
0.78; 320; 72.7988; 406.83; 
0.78; 325; 72.7988; 407.024; 
0.78; 330; 72.7988; 406.059; 
0.78; 335; 72.7988; 403.938; 
0.78; 340; 72.7988; 401.048; 
0.78; 345; 72.7988; 397.324; 
0.78; 350; 72.7988; 392.417; 
0.78; 355; 72.7988; 386.573; 
0.78; 360; 72.7988; 379.565; 
0.78; 365; 72.7988; 368.229; 
0.78; 370; 72.7988; 354.976; 
0.78; 375; 72.7988; 341.006; 
0.78; 380; 72.7988; -nan(ind); 
0.78; 385; 72.7988; -nan(ind); 
0.78; 390; 72.7988; -nan(ind); 
0.78; 395; 72.7988; -nan(ind); 
0.78; 400; 72.7988; -nan(ind); 
0.78; 405; 72.7988; -nan(ind); 
0.78; 260; 74.0759; 369.311; 
0.78; 265; 74.0759; 373.54; 
0.78; 270; 74.0759; 377.617; 
0.78; 275; 74.0759; 381.598; 
0.78; 280; 74.0759; 385.292; 
0.78; 285; 74.0759; 388.416; 
0.78; 290; 74.0759; 391.233; 
0.78; 295; 74.0759; 393.788; 
0.78; 300; 74.0759; 395.909; 
0.78; 305; 74.0759; 397.685; 
0.78; 310; 74.0759; 399.038; 
0.78; 315; 74.0759; 399.858; 
0.78; 320; 74.0759; 400.142; 
0.78; 325; 74.0759; 399.308; 
0.78; 330; 74.0759; 397.582; 
0.78; 335; 74.0759; 394.923; 
0.78; 340; 74.0759; 391.471; 
0.78; 345; 74.0759; 387.157; 
0.78; 350; 74.0759; 381.641; 
0.78; 355; 74.0759; 375.181; 
0.78; 360; 74.0759; 365.282; 
0.78; 365; 74.0759; 352.743; 
0.78; 370; 74.0759; 339.105; 
